customer_id,age,gender,country,account_type,account_balance,credit_score,join_date
1207,20,Female,Indonesia,Savings,45979.01,407,2016-02-03
1208,72,Male,Indonesia,Current,11860.91,312,2018-02-05
1209,56,Female,Yemen,Current,36093.47,313,2020-08-20
1210,73,Male,Yemen,Current,40313.37,518,2021-08-21
1211,28,Female,Indonesia,Savings,18741.97,634,2020-07-23
1212,58,Male,Yemen,Savings,35449.22,651,2017-01-13
1213,30,Male,UAE,Savings,30137.79,707,2024-01-16
1214,60,Male,Malaysia,Current,11369.78,764,2019-01-16
1215,73,Male,Malaysia,Current,12341.11,789,2023-01-28
1216,31,Female,Malaysia,Savings,14943.19,572,2021-05-17
1217,67,Female,Yemen,Savings,37002.23,674,2021-09-16
1218,57,Female,Malaysia,Current,15845.7,816,2020-10-16
1219,41,Female,UAE,Savings,36111.62,402,2025-03-12
1220,66,Female,Malaysia,Current,44144.16,305,2024-12-23
1221,34,Male,Indonesia,Current,41391.29,336,2020-10-08
1222,44,Male,Malaysia,Savings,27864.57,395,2020-11-07
1223,62,Female,Indonesia,Savings,31733.23,739,2017-04-23
1224,69,Male,Indonesia,Current,27294.17,374,2017-09-27
1225,71,Female,Indonesia,Current,42549.75,789,2020-07-08
1226,37,Male,Yemen,Savings,26552.69,840,2018-11-30
1227,40,Male,Indonesia,Current,11071.33,491,2021-01-10
1228,33,Female,UAE,Savings,6997.14,604,2022-06-22
1229,44,Female,UAE,Savings,27612.43,437,2025-06-14
1230,62,Female,Indonesia,Savings,16831.63,613,2016-11-11
1231,64,Female,Malaysia,Current,38365.42,464,2016-01-03
1232,36,Female,Indonesia,Savings,25030.97,337,2017-01-28
1233,44,Male,UAE,Savings,21273.81,525,2017-12-18
1234,73,Male,UAE,Savings,12202.31,341,2022-05-18
1235,53,Male,UAE,Current,8434.98,329,2022-12-04
1236,24,Female,UAE,Current,3842.68,761,2017-05-26
1237,28,Female,Malaysia,Current,39203.01,783,2018-05-03
1238,60,Female,Indonesia,Current,41533.72,812,2018-04-01
1239,21,Male,Indonesia,Savings,7247.13,848,2016-07-19
1240,30,Female,UAE,Current,34132.91,374,2017-07-26
1241,56,Male,Indonesia,Savings,41809.6,785,2018-11-23
1242,73,Male,Yemen,Savings,10413.89,717,2021-03-27
1243,21,Female,Yemen,Savings,892.16,836,2016-05-25
1244,72,Female,Malaysia,Savings,44100.82,329,2020-11-22
1245,21,Female,Malaysia,Current,33344.69,567,2022-10-18
1246,43,Female,UAE,Current,36367.7,669,2016-12-23
1247,22,Female,Yemen,Savings,42763.49,441,2024-06-22
1248,64,Female,Malaysia,Savings,7424.53,410,2025-06-27
1249,19,Female,Yemen,Current,20047.48,489,2018-03-11
1250,25,Female,UAE,Current,5529.25,834,2025-10-27
1251,44,Female,UAE,Savings,37738.85,756,2022-10-25
1252,66,Male,Malaysia,Savings,12936.62,656,2016-08-19
1253,33,Female,Malaysia,Savings,41297.15,668,2016-04-04
1254,20,Male,Malaysia,Current,11224.8,706,2020-01-19
1255,21,Female,Malaysia,Savings,44884.74,505,2017-03-06
1256,53,Female,Indonesia,Current,523.88,581,2023-08-04
1257,63,Female,UAE,Savings,2261.25,417,2025-08-23
1258,39,Female,Malaysia,Current,3250.67,502,2018-05-24
1259,36,Male,Yemen,Savings,41467.18,582,2019-07-02
1260,50,Male,Yemen,Savings,4518.48,428,2021-07-11
1261,39,Female,Malaysia,Savings,6045.29,378,2016-04-14
1262,62,Male,UAE,Current,25455.94,363,2022-09-29
1263,66,Female,UAE,Current,21164.52,813,2023-01-07
1264,51,Female,Indonesia,Current,19950.65,758,2019-06-02
1265,60,Female,Indonesia,Savings,48199.79,357,2022-10-12
1266,73,Male,Indonesia,Savings,41873.44,715,2018-10-21
1267,67,Female,Yemen,Current,26033.46,780,2023-05-18
1268,56,Female,Indonesia,Current,38722.06,333,2017-09-06
1269,48,Female,Indonesia,Savings,16066.52,674,2018-02-03
1270,39,Female,Indonesia,Current,21791.21,503,2016-07-20
1271,73,Female,Yemen,Current,26003.35,573,2022-07-26
1272,72,Male,Yemen,Savings,45199.48,454,2017-02-04
1273,22,Male,Yemen,Savings,35404.82,814,2022-03-06
1274,41,Male,Malaysia,Current,15006.84,533,2019-01-02
1275,46,Female,Indonesia,Current,3759.49,796,2020-10-17
1276,52,Female,Malaysia,Savings,19712.61,479,2023-08-04
1277,42,Female,Yemen,Current,37757.34,726,2018-11-06
1278,48,Male,Indonesia,Current,15002.41,840,2023-11-30
1279,32,Male,UAE,Savings,24258.22,669,2024-09-29
1280,60,Male,Malaysia,Current,38835.3,452,2021-12-15
1281,30,Male,UAE,Current,47112.79,586,2021-10-20
1282,26,Female,Yemen,Savings,24363.19,343,2023-11-25
1283,27,Male,Indonesia,Current,42947.79,587,2016-11-02
1284,18,Male,UAE,Current,45667.73,777,2021-02-06
1285,23,Female,UAE,Savings,19121.98,754,2018-08-06
1286,69,Female,Malaysia,Current,45522.84,473,2020-05-06
1287,50,Male,Malaysia,Savings,40587.73,708,2022-01-19
1288,36,Female,UAE,Current,27789.44,779,2024-02-28
1289,31,Male,UAE,Savings,26888.06,479,2018-06-19
1290,66,Male,Indonesia,Current,21740.59,444,2017-05-17
1291,31,Female,Malaysia,Current,11503.49,550,2024-09-05
1292,46,Male,Yemen,Current,42788.61,720,2018-08-30
1293,57,Male,Indonesia,Current,10544.41,705,2023-10-09
1294,70,Male,Malaysia,Savings,17692.72,409,2019-02-26
1295,25,Female,Yemen,Current,4654.12,361,2024-10-05
1296,73,Female,UAE,Savings,33717.11,779,2020-02-16
1297,47,Female,Indonesia,Current,23352.67,775,2016-04-01
1298,73,Male,Yemen,Savings,14326.01,504,2017-06-09
1299,67,Male,Yemen,Savings,25048.0,774,2020-06-14
1300,53,Male,Yemen,Current,18212.11,797,2019-12-22
1301,27,Female,UAE,Current,35388.75,750,2019-06-11
1302,61,Female,Yemen,Savings,28674.78,677,2023-07-14
1303,43,Male,Malaysia,Savings,32764.99,766,2024-02-17
1304,56,Male,UAE,Current,36259.86,618,2024-09-09
1305,26,Female,UAE,Current,15979.76,581,2020-09-06
1306,39,Male,Malaysia,Current,47439.49,486,2017-06-16
1307,29,Female,Indonesia,Current,41166.1,720,2017-07-29
1308,75,Female,UAE,Savings,2777.74,710,2018-09-20
1309,37,Male,Yemen,Savings,13052.91,509,2018-08-04
1310,42,Female,Malaysia,Current,44166.82,614,2024-06-14
1311,37,Male,Yemen,Savings,11214.11,470,2021-07-05
1312,59,Male,UAE,Current,23545.48,653,2018-05-12
1313,33,Female,Malaysia,Savings,30699.28,510,2023-03-04
1314,40,Female,Yemen,Current,16512.35,353,2017-01-10
1315,22,Male,UAE,Savings,35251.3,453,2025-10-23
1316,20,Female,Yemen,Savings,37086.76,768,2023-09-07
1317,35,Male,Indonesia,Savings,36336.03,679,2022-03-05
1318,50,Male,Indonesia,Savings,24347.28,406,2016-05-06
1319,64,Female,Yemen,Current,42861.15,639,2024-10-13
1320,46,Male,UAE,Savings,48264.02,321,2024-02-10
1321,25,Female,Indonesia,Current,7881.64,527,2023-11-03
1322,65,Female,Yemen,Current,20393.35,369,2021-10-28
1323,51,Male,Yemen,Savings,14658.56,392,2019-01-23
1324,49,Female,Yemen,Current,34074.99,478,2023-09-21
1325,19,Male,Malaysia,Current,27579.9,354,2021-03-20
1326,72,Female,UAE,Current,12152.84,344,2016-06-17
1327,67,Female,Yemen,Current,33583.72,817,2021-09-30
1328,19,Male,UAE,Current,8747.37,709,2022-01-29
1329,53,Male,Indonesia,Current,35141.64,341,2018-08-03
1330,25,Male,UAE,Savings,24020.07,579,2018-10-13
1331,56,Male,Indonesia,Savings,37784.22,765,2016-08-12
1332,24,Female,Malaysia,Savings,31582.87,688,2023-03-09
1333,43,Female,Yemen,Savings,35408.93,792,2019-04-23
1334,53,Female,Yemen,Current,17388.85,587,2018-12-17
1335,66,Female,Indonesia,Current,963.48,850,2020-02-15
1336,41,Male,Malaysia,Savings,42405.18,800,2025-01-02
1337,23,Male,Malaysia,Current,4027.36,659,2020-03-22
1338,60,Female,Malaysia,Current,22005.58,467,2022-08-19
1339,67,Male,Yemen,Current,35920.18,528,2023-08-30
1340,30,Male,Indonesia,Current,7622.07,831,2018-08-13
1341,29,Female,Yemen,Savings,12239.37,668,2017-03-23
1342,75,Female,UAE,Current,6279.78,805,2023-05-08
1343,61,Male,Indonesia,Savings,38482.92,490,2020-12-27
1344,53,Male,Indonesia,Current,36133.11,759,2023-07-29
1345,23,Female,Malaysia,Savings,11184.94,623,2024-04-02
1346,26,Male,Yemen,Savings,39024.28,637,2023-08-20
1347,56,Male,Yemen,Current,42605.32,375,2021-05-06
1348,24,Male,UAE,Savings,29114.73,518,2017-03-08
1349,36,Female,UAE,Current,46797.42,404,2024-05-17
1350,53,Female,Malaysia,Current,9201.32,788,2017-07-09
1351,53,Female,Malaysia,Current,42401.07,457,2024-06-04
1352,69,Male,Yemen,Current,6575.25,705,2023-01-05
1353,23,Male,Malaysia,Current,28480.89,804,2025-10-05
1354,33,Female,Indonesia,Savings,35897.67,388,2019-10-22
1355,51,Male,Malaysia,Current,5504.55,782,2020-10-20
1356,38,Female,UAE,Savings,43252.53,577,2022-09-15
1357,69,Female,Yemen,Savings,32207.41,432,2020-03-19
1358,49,Male,Indonesia,Savings,19846.52,433,2016-03-08
1359,31,Male,UAE,Current,37145.44,744,2022-01-03
1360,41,Male,UAE,Savings,42424.13,735,2024-06-18
1361,26,Female,Malaysia,Savings,43622.12,544,2018-08-26
1362,70,Female,Indonesia,Current,2861.35,345,2017-03-20
1363,30,Female,UAE,Savings,11380.82,756,2017-11-03
1364,28,Male,Yemen,Savings,46467.39,570,2019-01-21
1365,49,Female,Indonesia,Current,41822.86,781,2016-02-24
1366,20,Male,Yemen,Savings,27210.97,691,2023-11-05
1367,55,Male,UAE,Savings,39085.01,537,2017-08-27
1368,27,Male,UAE,Current,28376.39,605,2021-09-30
1369,30,Female,Indonesia,Current,48208.72,802,2019-03-01
1370,53,Male,UAE,Current,530.58,314,2025-04-09
1371,58,Female,Yemen,Current,29323.67,635,2017-07-10
1372,67,Female,Malaysia,Current,20093.14,347,2019-10-10
1373,19,Female,Malaysia,Current,6349.98,342,2022-02-15
1374,48,Female,Indonesia,Current,10600.73,597,2018-09-03
1375,33,Male,UAE,Savings,41798.52,462,2024-03-13
1376,43,Female,UAE,Savings,36964.61,617,2022-05-22
1377,38,Male,UAE,Savings,11493.03,741,2022-01-25
1378,18,Male,Malaysia,Current,31852.76,325,2016-12-29
1379,35,Male,Malaysia,Savings,49428.6,751,2018-05-14
1380,27,Female,Malaysia,Current,41817.09,384,2021-05-27
1381,21,Male,UAE,Savings,23834.87,518,2018-02-04
1382,33,Male,UAE,Savings,26035.42,830,2025-06-01
1383,48,Male,Indonesia,Savings,38931.9,750,2020-08-07
1384,22,Male,Indonesia,Savings,27003.08,700,2017-02-05
1385,39,Male,UAE,Savings,45627.59,304,2024-06-06
1386,21,Female,Yemen,Savings,32963.37,635,2017-07-20
1387,43,Female,Malaysia,Savings,18337.67,500,2020-06-09
1388,51,Male,UAE,Current,26010.55,395,2022-06-30
1389,37,Female,UAE,Savings,2028.09,558,2022-07-17
1390,58,Male,Yemen,Current,5714.67,312,2023-11-23
1391,67,Female,UAE,Current,49545.28,515,2019-08-13
1392,29,Male,Indonesia,Current,10907.5,449,2018-09-18
1393,70,Male,UAE,Current,46469.37,780,2022-11-11
1394,38,Female,Indonesia,Current,49897.73,614,2022-07-01
1395,55,Male,UAE,Savings,24045.07,368,2024-08-15
1396,59,Female,Malaysia,Current,44336.95,725,2025-01-16
1397,65,Male,Indonesia,Savings,45324.96,543,2023-09-12
1398,72,Female,Indonesia,Current,4649.44,500,2018-05-21
1399,45,Female,Yemen,Current,40189.88,521,2023-12-24
1400,72,Male,UAE,Savings,21616.73,831,2019-09-13
1401,37,Male,Indonesia,Current,35499.6,624,2025-12-14
1402,25,Female,Yemen,Savings,31205.18,815,2025-08-23
1403,44,Male,Indonesia,Current,47960.68,456,2021-10-13
1404,55,Male,Indonesia,Current,5932.29,403,2024-04-09
1405,50,Female,Malaysia,Savings,633.21,828,2019-09-28
1406,45,Male,UAE,Savings,33742.02,339,2016-06-24
1407,72,Male,Malaysia,Savings,28020.96,467,2016-09-13
1408,43,Female,Indonesia,Savings,30717.24,501,2020-08-21
1409,71,Male,Indonesia,Current,3451.7,490,2017-05-26
1410,59,Female,UAE,Savings,8671.38,820,2024-11-15
1411,64,Female,Indonesia,Current,35687.12,475,2019-05-09
1412,41,Male,Yemen,Current,27183.71,320,2017-09-10
1413,34,Female,UAE,Savings,10866.67,689,2017-05-31
1414,30,Female,Indonesia,Current,14863.49,627,2025-03-23
1415,44,Male,UAE,Current,17710.89,472,2016-03-19
1416,71,Male,Indonesia,Savings,46585.01,345,2017-08-23
1417,60,Female,Yemen,Current,44579.49,611,2024-12-16
1418,31,Male,Malaysia,Current,39662.92,787,2023-06-17
1419,23,Female,Yemen,Savings,14546.31,504,2020-07-07
1420,42,Female,UAE,Current,24234.78,624,2016-10-12
1421,60,Female,UAE,Savings,26342.41,371,2020-08-04
1422,27,Female,Malaysia,Savings,36865.06,534,2017-04-19
1423,51,Male,UAE,Savings,14522.47,843,2018-11-14
1424,40,Female,UAE,Current,42639.42,429,2023-01-07
1425,70,Male,Malaysia,Savings,30025.83,801,2019-07-04
1426,42,Female,Indonesia,Current,9446.74,449,2025-11-03
1427,23,Female,Indonesia,Current,26674.06,509,2020-03-25
1428,34,Female,Indonesia,Savings,22941.7,693,2021-07-30
1429,61,Female,UAE,Savings,25688.33,352,2025-12-13
1430,56,Male,UAE,Savings,41169.88,718,2021-12-20
1431,53,Female,Indonesia,Current,39114.1,349,2017-02-15
1432,20,Female,Yemen,Current,45003.32,776,2024-02-26
1433,40,Female,UAE,Savings,25754.91,327,2023-09-05
1434,21,Male,Indonesia,Current,39682.05,313,2019-03-08
1435,50,Female,Malaysia,Current,28733.64,757,2016-07-02
1436,64,Male,Indonesia,Current,18185.6,641,2023-05-06
1437,31,Female,Malaysia,Savings,15998.2,443,2020-05-07
1438,67,Male,Malaysia,Current,43098.96,726,2018-05-30
1439,54,Female,UAE,Current,45753.47,610,2023-05-10
1440,69,Male,Indonesia,Current,29635.82,521,2017-09-15
1441,38,Male,UAE,Current,21149.49,718,2023-10-03
1442,55,Male,Yemen,Current,21744.4,641,2023-05-09
1443,67,Male,Yemen,Savings,13437.61,713,2024-01-02
1444,57,Female,UAE,Savings,3501.07,397,2023-04-22
1445,66,Male,UAE,Current,45337.99,349,2020-05-06
1446,26,Male,Yemen,Savings,11588.47,451,2022-05-24
1447,59,Male,Indonesia,Savings,34104.9,789,2024-11-02
1448,55,Female,UAE,Savings,41978.1,388,2017-02-28
1449,34,Male,UAE,Current,6097.17,673,2016-06-04
1450,32,Male,Malaysia,Current,20456.64,307,2016-02-26
1451,40,Male,UAE,Current,32493.4,850,2019-12-18
1452,65,Male,Yemen,Current,12180.92,496,2018-10-09
1453,43,Female,Malaysia,Savings,21117.8,661,2020-08-01
1454,39,Female,UAE,Savings,34344.97,318,2019-02-04
1455,36,Female,Yemen,Current,26203.19,745,2019-02-14
1456,25,Male,Yemen,Current,11918.52,803,2021-08-13
1457,25,Male,Indonesia,Savings,37641.08,815,2019-10-16
1458,48,Male,Malaysia,Savings,2819.18,503,2018-06-08
1459,34,Female,Yemen,Current,31136.3,799,2016-12-16
1460,30,Male,Indonesia,Current,22798.49,310,2020-05-26
1461,49,Female,UAE,Current,28798.56,620,2021-01-26
1462,61,Male,Malaysia,Current,43716.31,532,2016-03-05
1463,26,Male,UAE,Savings,12546.02,595,2017-01-25
1464,69,Male,Malaysia,Current,2835.67,358,2019-05-31
1465,34,Male,UAE,Current,25689.64,632,2017-06-06
1466,71,Male,Indonesia,Current,16665.9,624,2025-09-28
1467,48,Male,Yemen,Savings,21588.55,308,2016-10-27
1468,56,Male,UAE,Savings,27063.56,373,2016-10-10
1469,57,Female,UAE,Savings,2635.34,403,2018-11-16
1470,58,Male,Yemen,Current,39141.82,817,2019-08-05
1471,27,Female,Malaysia,Savings,1425.62,773,2017-07-29
1472,25,Male,Yemen,Savings,12723.7,437,2024-06-16
1473,55,Male,Malaysia,Savings,49105.93,443,2017-08-24
1474,19,Female,Indonesia,Savings,25178.88,727,2022-05-11
1475,48,Male,UAE,Current,32570.29,686,2024-11-06
1476,69,Male,Indonesia,Current,24688.72,342,2020-04-13
1477,75,Female,Malaysia,Current,46438.68,421,2022-04-04
1478,67,Male,Yemen,Savings,15506.11,776,2016-12-07
1479,74,Male,UAE,Current,41710.19,812,2023-05-27
1480,70,Female,Malaysia,Savings,11168.15,732,2025-05-04
1481,35,Male,Indonesia,Current,29923.37,509,2017-05-23
1482,47,Female,Malaysia,Savings,7463.64,738,2017-12-20
1483,31,Female,Indonesia,Current,1495.04,666,2021-04-28
1484,61,Male,Indonesia,Savings,19092.44,555,2024-01-11
1485,40,Male,Indonesia,Savings,37706.97,747,2025-09-13
1486,46,Female,Indonesia,Current,32569.6,330,2020-09-07
1487,68,Male,UAE,Savings,18746.88,360,2020-06-02
1488,18,Male,Malaysia,Current,10521.32,645,2024-10-24
1489,29,Male,UAE,Current,1476.98,777,2024-12-07
1490,72,Female,Yemen,Savings,20639.55,701,2022-06-15
1491,26,Female,Indonesia,Current,32197.62,550,2025-06-09
1492,39,Male,UAE,Savings,1108.76,408,2018-01-11
1493,32,Female,UAE,Current,11198.22,597,2020-09-06
1494,22,Male,Indonesia,Savings,45964.72,350,2019-02-04
1495,48,Male,Yemen,Savings,4738.5,640,2024-04-21
1496,48,Male,Yemen,Savings,7019.83,569,2017-12-23
1497,40,Female,Indonesia,Savings,12616.82,636,2017-03-15
1498,39,Female,UAE,Savings,23789.48,379,2021-07-13
1499,50,Female,Malaysia,Savings,43969.01,814,2022-07-12
1500,39,Female,Indonesia,Current,38184.68,376,2018-10-20
1501,49,Male,UAE,Current,15807.21,501,2023-02-07
1502,62,Female,Malaysia,Savings,20121.29,384,2021-10-13
1503,21,Female,Malaysia,Current,17298.99,777,2020-11-19
1504,74,Male,Yemen,Current,9133.77,758,2023-11-17
1505,74,Male,Indonesia,Savings,47923.66,591,2024-07-07
1506,72,Male,Malaysia,Current,13885.1,757,2017-12-27
1507,61,Female,Yemen,Current,32883.5,619,2022-06-26
1508,72,Female,Yemen,Current,7327.75,644,2020-10-21
1509,53,Male,Yemen,Savings,24766.49,657,2021-02-19
1510,55,Female,Yemen,Current,18600.4,779,2022-07-25
1511,52,Female,Indonesia,Savings,11562.56,337,2022-07-28
1512,52,Male,UAE,Savings,18264.1,510,2018-01-05
1513,24,Female,Malaysia,Current,9861.7,672,2019-03-31
1514,56,Male,Indonesia,Current,11390.98,355,2019-10-28
1515,73,Female,Yemen,Savings,47185.6,652,2016-10-23
1516,43,Male,Indonesia,Savings,22151.67,389,2025-04-19
1517,33,Male,Indonesia,Current,49425.79,645,2023-06-01
1518,72,Female,Indonesia,Savings,25670.99,733,2017-05-01
1519,57,Male,Malaysia,Current,41251.8,431,2016-03-03
1520,36,Female,Indonesia,Savings,43841.76,689,2025-10-16
1521,69,Female,Malaysia,Current,27264.42,446,2016-06-22
1522,19,Male,Yemen,Savings,35548.68,771,2023-08-30
1523,55,Female,Indonesia,Savings,46408.09,384,2019-04-07
1524,28,Male,Malaysia,Current,46322.54,820,2023-10-11
1525,50,Male,Malaysia,Current,30303.76,535,2022-05-09
1526,44,Male,Indonesia,Current,48453.07,701,2023-01-08
1527,31,Male,Malaysia,Savings,24226.76,570,2016-08-04
1528,26,Male,Yemen,Current,2150.16,685,2018-10-31
1529,55,Female,Indonesia,Current,29599.53,640,2016-04-15
1530,38,Male,Yemen,Savings,18637.88,809,2020-09-14
1531,65,Male,Yemen,Savings,25882.8,611,2024-07-19
1532,75,Female,UAE,Savings,33659.66,591,2022-11-19
1533,21,Female,Malaysia,Savings,29011.61,540,2024-03-02
1534,75,Female,Indonesia,Current,31237.92,680,2019-06-29
1535,39,Female,Yemen,Current,6672.2,584,2025-11-24
1536,55,Female,Malaysia,Savings,41605.6,546,2019-10-02
1537,24,Female,Indonesia,Savings,31653.57,706,2024-07-09
1538,72,Female,Malaysia,Current,11191.71,543,2021-02-06
1539,69,Male,Indonesia,Current,5923.41,826,2023-03-04
1540,25,Female,Yemen,Savings,42023.44,511,2021-09-07
1541,29,Female,Indonesia,Savings,30260.46,501,2019-12-26
1542,28,Male,Indonesia,Current,36250.7,645,2019-01-22
1543,25,Female,Yemen,Current,34784.94,536,2017-09-01
1544,49,Female,UAE,Current,11573.71,628,2020-07-04
1545,75,Female,Indonesia,Savings,5467.59,598,2023-03-24
1546,33,Male,Malaysia,Savings,18878.68,824,2024-01-08
1547,39,Female,Malaysia,Current,18858.68,839,2022-07-24
1548,58,Female,Malaysia,Current,35716.1,836,2018-01-21
1549,24,Male,Indonesia,Savings,15407.12,444,2018-12-17
1550,50,Female,UAE,Savings,30846.4,605,2018-04-04
1551,18,Female,Malaysia,Savings,9614.34,356,2020-08-14
1552,37,Male,Yemen,Current,14104.41,342,2025-09-29
1553,22,Female,Yemen,Current,7528.86,322,2022-11-21
1554,47,Male,Yemen,Current,3285.16,422,2018-01-01
1555,58,Male,Yemen,Current,5644.27,747,2017-11-04
1556,58,Female,UAE,Current,15010.51,489,2021-02-25
1557,52,Male,Indonesia,Savings,41996.26,532,2016-01-10
1558,54,Female,Malaysia,Savings,4013.66,698,2024-10-11
1559,37,Female,Indonesia,Savings,9990.09,548,2022-01-30
1560,62,Male,UAE,Savings,47522.0,716,2022-12-23
1561,57,Female,Indonesia,Current,16168.46,425,2021-03-30
1562,59,Female,Indonesia,Current,30182.29,440,2019-09-22
1563,50,Male,Indonesia,Savings,5440.89,718,2019-01-29
1564,48,Male,Indonesia,Current,32846.22,576,2020-04-06
1565,34,Male,Yemen,Current,20436.62,388,2019-02-07
1566,73,Female,Yemen,Savings,3731.51,654,2020-06-21
1567,58,Male,Yemen,Savings,29682.98,638,2017-05-07
1568,25,Male,Malaysia,Current,44710.25,634,2023-10-27
1569,23,Female,Yemen,Savings,8920.35,653,2024-04-17
1570,27,Female,Malaysia,Savings,33044.89,490,2020-02-05
1571,34,Male,Yemen,Current,20192.77,315,2020-12-30
1572,67,Male,Yemen,Current,23669.53,794,2017-05-08
1573,34,Male,Indonesia,Current,32310.17,825,2016-03-31
1574,28,Male,Indonesia,Savings,14255.32,479,2024-12-23
1575,52,Male,Malaysia,Savings,27671.63,794,2018-07-16
1576,74,Male,Malaysia,Current,45725.68,401,2017-10-25
1577,52,Male,Yemen,Savings,13283.38,770,2018-02-18
1578,50,Female,Indonesia,Current,15482.27,595,2022-12-12
1579,59,Female,Indonesia,Savings,8583.67,508,2025-10-24
1580,73,Male,Yemen,Current,20397.68,448,2019-10-19
1581,21,Female,Yemen,Savings,9825.63,512,2016-07-27
1582,28,Female,Malaysia,Current,49123.58,495,2018-01-05
1583,23,Female,UAE,Savings,7954.15,747,2021-07-11
1584,62,Male,Malaysia,Savings,49938.42,712,2023-08-18
1585,40,Female,UAE,Savings,32736.51,335,2022-05-18
1586,23,Female,Malaysia,Savings,28014.02,717,2019-03-21
1587,22,Female,Indonesia,Current,47138.27,764,2023-07-16
1588,39,Male,Malaysia,Current,34861.15,834,2021-08-20
1589,43,Female,Malaysia,Savings,31966.77,471,2024-05-15
1590,24,Male,Indonesia,Current,22963.35,303,2023-09-26
1591,62,Female,Yemen,Savings,34418.17,397,2020-12-05
1592,41,Male,UAE,Savings,35040.27,499,2023-10-19
1593,63,Male,UAE,Current,30340.61,408,2022-01-13
1594,53,Female,Yemen,Savings,7607.91,454,2021-05-27
1595,27,Female,UAE,Savings,37647.75,829,2022-10-03
1596,27,Female,Yemen,Current,17100.32,747,2021-10-31
1597,45,Male,Malaysia,Savings,925.07,712,2020-07-16
1598,39,Male,Yemen,Current,20554.88,504,2020-07-10
1599,66,Male,UAE,Current,48857.94,627,2017-05-18
1600,31,Female,Indonesia,Current,32325.32,647,2022-01-27
1601,71,Female,Indonesia,Savings,3937.69,838,2021-03-04
1602,68,Male,UAE,Savings,15453.41,847,2020-07-25
1603,54,Male,UAE,Current,30368.62,420,2021-09-18
1604,22,Male,Malaysia,Savings,9395.33,360,2018-06-22
1605,62,Male,Malaysia,Savings,8401.29,460,2021-01-15
1606,70,Female,Malaysia,Savings,15157.22,388,2017-02-15
1607,67,Female,Indonesia,Current,35623.23,520,2018-01-31
1608,51,Male,Indonesia,Savings,40804.43,350,2017-01-10
1609,55,Female,Yemen,Current,5089.15,500,2019-05-20
1610,22,Female,Yemen,Current,40083.33,441,2021-08-06
1611,71,Male,Yemen,Savings,47349.42,509,2024-04-26
1612,18,Male,Yemen,Savings,12210.1,556,2023-12-29
1613,31,Male,Yemen,Current,40736.93,733,2019-06-04
1614,65,Female,Yemen,Savings,1556.47,500,2017-02-14
1615,41,Male,Yemen,Savings,4023.39,740,2025-04-29
1616,25,Male,Yemen,Current,35463.53,364,2020-10-31
1617,61,Male,Malaysia,Savings,18292.83,588,2022-09-06
1618,70,Male,Yemen,Savings,1909.85,715,2016-05-24
1619,62,Female,Indonesia,Current,9853.5,767,2020-01-27
1620,60,Female,Indonesia,Current,45639.03,686,2019-04-09
1621,75,Male,Malaysia,Current,49190.14,818,2016-02-25
1622,18,Male,Yemen,Savings,26373.36,698,2025-10-31
1623,62,Female,Malaysia,Savings,35131.5,444,2021-08-01
1624,23,Male,UAE,Savings,26432.0,782,2017-09-19
1625,41,Male,Malaysia,Current,16812.46,570,2025-11-10
1626,67,Female,UAE,Savings,8828.47,555,2016-01-19
1627,41,Female,UAE,Current,46267.62,473,2016-10-08
1628,58,Female,Yemen,Savings,41963.89,766,2016-09-01
1629,21,Female,UAE,Current,31447.95,767,2025-12-04
1630,75,Female,Yemen,Current,7287.77,536,2019-11-05
1631,32,Male,UAE,Current,7174.72,658,2020-06-29
1632,37,Male,Malaysia,Savings,9019.95,545,2025-05-12
1633,72,Male,Yemen,Savings,9098.95,425,2023-09-15
1634,25,Male,Malaysia,Savings,35926.59,424,2023-03-11
1635,29,Male,Indonesia,Current,43612.09,693,2022-09-29
1636,50,Male,Indonesia,Current,13668.21,780,2016-06-05
1637,68,Female,UAE,Savings,23387.97,582,2016-11-05
1638,62,Female,Malaysia,Current,5607.57,315,2019-11-28
1639,39,Male,Indonesia,Savings,30542.24,368,2024-10-30
1640,62,Female,Yemen,Savings,42841.87,606,2016-10-28
1641,20,Female,Malaysia,Current,37701.82,473,2020-04-11
1642,23,Male,UAE,Savings,11913.47,303,2023-01-11
1643,28,Male,Yemen,Current,10421.39,833,2020-04-11
1644,45,Male,UAE,Current,27289.19,377,2022-04-19
1645,24,Female,Yemen,Current,39179.69,665,2022-09-25
1646,30,Female,UAE,Savings,38973.33,511,2024-01-25
1647,34,Female,Yemen,Current,20039.52,478,2018-02-02
1648,61,Male,Yemen,Current,39685.99,300,2016-11-15
1649,22,Female,Yemen,Current,18378.37,724,2023-05-06
1650,46,Female,Indonesia,Current,30495.22,818,2024-05-24
1651,75,Male,Malaysia,Current,6779.92,461,2023-02-22
1652,27,Female,Indonesia,Current,22745.38,785,2023-12-01
1653,61,Male,Malaysia,Savings,1147.05,775,2022-05-25
1654,36,Female,Indonesia,Current,7018.39,594,2017-03-16
1655,59,Male,UAE,Current,49790.32,660,2018-01-29
1656,54,Male,Yemen,Savings,13992.13,686,2021-02-07
1657,52,Male,Malaysia,Savings,19125.19,531,2021-07-13
1658,58,Male,UAE,Savings,12505.23,473,2020-01-29
1659,58,Female,Malaysia,Savings,46651.98,561,2019-10-16
1660,27,Female,Yemen,Current,30405.58,359,2024-01-28
